R,G,B,Type
48,100,232,1
137,144,54,1
66,84,145,1
109,29,150,1
189,139,246,1
227,77,122,1
56,238,106,1
145,0,96,1
195,227,162,1
107,23,165,1
65,218,217,1
214,187,43,1
84,224,183,1
139,32,248,1
144,133,100,1
35,86,12,0
211,90,89,1
37,181,89,1
253,217,151,1
78,218,159,1
67,43,148,1
94,68,87,0
235,69,61,1
210,114,197,1
164,209,40,1
238,161,105,1
45,13,194,1
203,29,9,1
101,139,155,1
112,198,95,1
33,51,46,0
162,160,156,1
141,95,218,1
131,53,29,1
176,235,146,1
91,104,90,0
46,0,189,1
132,137,192,1
189,124,109,1
111,208,64,1
252,118,221,1
246,238,124,1
178,86,128,1
189,35,213,1
0,77,180,1
130,38,22,1
120,24,5,0
119,66,150,1
181,182,53,1
251,208,144,1
168,245,201,1
222,87,132,1
98,50,180,1
147,106,182,1
6,177,95,1
26,27,17,0
80,207,199,1
29,49,32,0
25,36,150,1
115,124,249,1
154,147,178,1
215,27,61,1
53,53,250,1
148,111,73,1
211,173,183,1
154,206,209,1
43,100,58,0
146,150,49,1
152,156,100,1
238,98,199,1
254,152,230,1
11,250,6,1
252,91,162,1
183,145,61,1
212,2,137,1
74,90,249,1
31,60,97,0
138,180,177,1
231,85,127,1
47,71,166,1
92,121,136,1
7,65,240,1
8,216,82,1
163,235,215,1
10,205,161,1
13,83,191,1
34,175,199,1
31,237,232,1
40,120,231,1
233,74,216,1
142,1,171,1
252,186,179,1
45,193,200,1
202,46,218,1
13,210,174,1
18,198,163,1
132,103,167,1
241,17,86,1
43,223,91,1
190,164,208,1
12,245,88,1
91,45,146,1
172,137,176,1
156,120,223,1
247,2,99,1
157,203,98,1
76,15,170,1
122,216,239,1
40,20,16,0
58,115,116,0
118,72,61,0
50,88,216,1
154,15,224,1
108,244,176,1
161,78,91,1
15,74,246,1
24,85,226,1
142,60,108,1
71,66,164,1
126,2,251,1
216,235,42,1
15,70,72,0
207,214,38,1
9,237,138,1
113,248,28,1
135,225,91,1
209,213,3,1
100,159,199,1
37,250,27,1
148,123,103,1
212,254,135,1
121,180,201,1
103,133,38,1
253,234,111,1
133,11,78,1
98,255,252,1
131,222,168,1
63,81,55,0
53,11,130,1
59,231,15,1
139,68,115,1
150,217,94,1
190,174,44,1
145,23,57,1
238,46,206,1
27,130,248,1
93,239,230,1
146,101,26,1
174,156,130,1
78,129,110,1
101,172,248,1
11,228,13,1
220,133,62,1
250,176,2,1
178,182,20,1
96,152,34,1
22,180,241,1
42,84,226,1
136,233,197,1
124,146,140,1
103,231,51,1
21,193,225,1
248,156,180,1
130,229,151,1
203,155,242,1
89,182,77,1
233,176,50,1
77,68,213,1
211,61,156,1
207,202,182,1
76,90,242,1
35,21,60,0
84,109,219,1
73,177,255,1
241,252,147,1
120,243,177,1
202,249,0,1
222,165,27,1
35,167,111,1
75,247,206,1
138,76,50,1
158,189,118,1
88,46,185,1
85,25,60,0
59,86,105,0
175,143,6,1
112,8,74,0
157,14,207,1
32,184,240,1
120,57,0,0
128,84,234,1
48,187,202,1
5,175,26,1
131,82,30,1
26,253,6,1
109,46,52,0
223,212,43,1
3,10,105,0
58,133,38,1
19,246,137,1
177,189,140,1
88,239,104,1
232,119,145,1
120,244,154,1
151,105,111,1
238,154,158,1
167,115,117,1
135,125,45,1
83,226,96,1
146,220,97,1
200,44,4,1
81,119,198,1
74,193,21,1
88,77,255,1
52,76,60,0
73,85,37,0
107,239,114,1
218,36,214,1
59,150,246,1
176,19,226,1
113,104,122,0
108,4,186,1
168,195,134,1
225,181,186,1
54,148,191,1
54,56,159,1
172,244,127,1
77,234,126,1
64,95,154,1
38,103,167,1
174,31,222,1
184,144,232,1
134,240,16,1
178,139,104,1
249,112,216,1
240,41,209,1
19,155,178,1
157,102,88,1
104,135,180,1
5,190,97,1
73,225,233,1
113,6,230,1
254,97,39,1
40,187,110,1
241,203,233,1
210,112,254,1
11,187,90,1
139,84,157,1
121,17,133,1
200,177,149,1
139,33,48,1
238,62,144,1
121,182,44,1
199,60,11,1
63,61,130,1
154,111,183,1
115,85,183,1
215,28,33,1
193,91,181,1
183,254,109,1
73,34,76,0
201,127,145,1
210,132,8,1
9,205,241,1
97,63,156,1
57,0,68,0
28,90,228,1
122,152,78,1
130,86,154,1
144,161,40,1
55,126,4,0
250,238,148,1
20,133,83,1
82,215,165,1
43,117,213,1
205,131,19,1
253,243,101,1
143,128,250,1
139,72,155,1
93,68,81,0
141,254,17,1
205,207,190,1
35,29,107,0
47,206,223,1
47,104,244,1
45,228,115,1
198,54,174,1
78,228,1,1
135,13,177,1
7,131,197,1
48,142,221,1
162,246,181,1
95,60,55,0
242,196,141,1
237,239,115,1
184,167,214,1
231,215,60,1
65,199,240,1
111,244,129,1
201,78,61,1
240,166,103,1
144,15,170,1
204,44,111,1
84,207,37,1
130,165,70,1
68,182,168,1
175,163,102,1
83,206,164,1
168,37,58,1
22,153,3,1
168,216,114,1
162,175,46,1
48,134,50,1
75,37,28,0
141,56,171,1
168,176,111,1
10,248,32,1
53,232,213,1
62,167,11,1
37,161,48,1
75,2,220,1
156,74,236,1
79,29,187,1
96,245,60,1
128,146,242,1
187,81,72,1
250,160,127,1
32,122,156,1
67,249,54,1
62,154,42,1
216,87,68,1
9,133,11,1
138,150,255,1
106,224,16,1
46,199,35,1
163,136,99,1
98,95,21,0
112,170,60,1
177,220,53,1
193,128,222,1
54,151,185,1
27,180,90,1
162,190,33,1
128,235,59,1
201,57,166,1
94,68,244,1
8,96,44,0
228,191,7,1
133,136,60,1
226,133,182,1
97,12,202,1
88,244,112,1
158,184,130,1
2,118,150,1
253,61,145,1
255,7,63,1
168,62,180,1
125,196,162,1
4,115,217,1
1,56,227,1
148,36,214,1
102,98,92,0
221,153,187,1
177,253,162,1
80,229,239,1
77,234,246,1
164,87,8,1
129,226,255,1
198,190,34,1
214,207,60,1
43,217,180,1
181,170,247,1
56,77,103,0
9,105,3,0
101,209,251,1
200,158,65,1
51,214,55,1
105,82,13,0
239,230,76,1
205,27,95,1
35,135,101,1
170,234,27,1
87,100,4,0
225,193,225,1
100,32,105,0
204,208,82,1
84,112,71,0
133,204,36,1
212,28,151,1
126,181,126,1
95,205,57,1
170,19,240,1
6,118,28,0
239,126,233,1
61,214,78,1
104,40,160,1
184,136,205,1
109,215,86,1
3,210,239,1
253,222,204,1
83,241,52,1
197,74,50,1
138,157,229,1
8,52,149,1
124,7,115,0
127,175,211,1
23,102,133,1
82,14,153,1
225,65,180,1
207,94,20,1
35,154,158,1
2,173,220,1
15,161,104,1
22,95,247,1
60,40,7,0
149,11,12,1
3,52,156,1
222,104,124,1
183,55,160,1
237,122,232,1
171,236,241,1
206,215,231,1
79,87,87,0
243,101,238,1
174,53,208,1
155,214,198,1
101,69,54,0
102,57,26,0
240,137,232,1
163,62,162,1
171,174,234,1
30,187,238,1
152,171,142,1
35,252,202,1
162,75,254,1
66,8,23,0
180,204,35,1
204,179,221,1
227,244,25,1
211,61,225,1
136,146,191,1
51,127,146,1
33,104,75,0
243,228,39,1
162,33,168,1
78,13,130,1
128,120,173,1
144,0,179,1
117,98,181,1
242,57,39,1
17,255,105,1
16,83,110,0
160,138,191,1
189,236,240,1
23,246,251,1
194,164,204,1
250,199,189,1
183,238,185,1
19,102,229,1
78,57,75,0
194,39,144,1
18,138,81,1
139,39,168,1
197,36,235,1
222,245,102,1
181,174,72,1
134,133,29,1
13,28,189,1
0,168,187,1
112,70,195,1
94,170,60,1
33,172,69,1
127,78,22,0
126,18,19,0
172,189,85,1
238,167,215,1
34,251,89,1
217,216,85,1
192,73,234,1
102,198,160,1
135,48,15,1
189,176,65,1
185,218,236,1
171,15,83,1
236,205,186,1
169,9,162,1
31,115,22,0
189,221,194,1
211,114,34,1
244,241,32,1
173,79,41,1
145,124,190,1
150,136,168,1
240,233,217,1
180,56,177,1
116,229,188,1
143,9,215,1
196,159,44,1
0,28,155,1
60,218,107,1
33,122,30,0
184,2,5,1
250,43,206,1
170,169,26,1
170,27,241,1
137,180,225,1
231,97,28,1
135,27,107,1
59,223,128,1
122,232,18,1
87,180,6,1
149,223,99,1
17,139,34,1
176,236,187,1
206,124,82,1
139,44,234,1
98,139,165,1
168,167,188,1
12,3,116,0
204,113,211,1
111,15,126,0
153,168,156,1
37,224,34,1
196,17,10,1
205,115,104,1
254,82,150,1
12,106,30,0
207,115,134,1
247,169,223,1
176,142,244,1
223,79,18,1
52,211,168,1
224,207,140,1
233,19,15,1
63,4,199,1
97,25,222,1
97,172,143,1
129,154,239,1
19,144,190,1
254,214,8,1
147,163,45,1
246,17,65,1
180,229,20,1
121,186,123,1
156,25,242,1
152,175,199,1
139,103,208,1
12,183,27,1
113,240,212,1
102,178,186,1
213,225,144,1
127,125,249,1
173,204,76,1
139,173,27,1
79,208,95,1
113,43,234,1
195,55,200,1
25,69,213,1
68,112,92,0
158,219,47,1
54,3,147,1
208,74,80,1
248,130,28,1
145,176,128,1
251,192,78,1
40,137,110,1
18,116,31,0
233,43,155,1
70,131,207,1
207,157,194,1
49,93,114,0
206,11,82,1
77,11,236,1
168,79,129,1
172,2,134,1
37,239,205,1
87,50,12,0
125,37,118,0
80,161,22,1
101,241,57,1
29,107,148,1
167,129,172,1
53,43,70,0
192,187,67,1
242,233,225,1
204,4,107,1
41,119,232,1
38,177,167,1
177,181,29,1
218,216,21,1
14,189,227,1
164,226,0,1
250,207,243,1
190,92,36,1
245,160,170,1
240,213,35,1
108,146,122,1
114,185,159,1
200,117,244,1
101,101,21,0
42,185,86,1
185,10,9,1
67,123,165,1
129,45,134,1
47,137,88,1
202,80,47,1
247,89,136,1
98,130,187,1
143,120,90,1
27,50,120,0
88,95,16,0
218,89,3,1
160,235,102,1
33,62,169,1
236,184,255,1
48,97,164,1
45,170,83,1
128,221,50,1
25,188,78,1
166,52,22,1
228,102,87,1
160,250,149,1
74,8,100,0
108,228,6,1
49,200,95,1
99,49,96,0
109,7,108,0
75,235,50,1
209,232,104,1
225,159,242,1
42,157,121,1
200,253,85,1
148,51,46,1
56,195,3,1
120,248,205,1
69,16,153,1
204,215,96,1
252,230,197,1
92,113,44,0
195,190,255,1
148,9,92,1
247,49,160,1
195,160,96,1
124,248,119,1
206,3,162,1
138,58,238,1
52,142,238,1
190,98,234,1
71,50,117,0
131,72,70,1
217,100,207,1
86,7,160,1
103,244,243,1
228,208,115,1
169,20,174,1
145,175,30,1
13,182,91,1
74,113,58,0
78,13,126,0
0,233,218,1
109,120,199,1
70,89,169,1
194,78,33,1
219,80,50,1
218,207,225,1
167,207,187,1
231,127,137,1
204,124,79,1
24,13,6,0
139,224,244,1
220,46,206,1
77,237,47,1
55,140,232,1
153,124,30,1
241,27,89,1
244,30,107,1
51,172,141,1
73,22,115,0
30,110,22,0
76,80,68,0
3,164,213,1
154,173,243,1
142,31,83,1
182,55,157,1
162,30,118,1
108,196,161,1
7,17,112,0
93,127,26,0
22,206,15,1
65,4,128,1
33,154,146,1
16,168,20,1
91,248,79,1
221,157,130,1
165,149,76,1
160,9,186,1
63,249,80,1
109,183,66,1
47,82,86,0
142,150,178,1
175,175,110,1
205,164,103,1
49,80,217,1
117,212,118,1
33,188,32,1
216,171,207,1
161,229,11,1
5,243,27,1
15,41,33,0
129,64,99,1
40,139,28,1
144,69,241,1
252,243,42,1
136,78,100,1
173,149,101,1
99,50,14,0
86,150,158,1
14,66,69,0
69,252,90,1
198,45,252,1
90,71,130,1
24,63,160,1
98,4,171,1
140,253,103,1
150,69,31,1
66,133,182,1
119,180,243,1
254,121,20,1
98,239,189,1
111,118,84,0
135,172,198,1
186,196,203,1
19,221,194,1
114,14,97,0
247,28,194,1
15,60,10,0
20,57,86,0
188,28,142,1
89,203,36,1
155,31,105,1
10,84,60,0
89,116,192,1
243,0,163,1
234,196,96,1
34,169,143,1
177,211,142,1
26,254,74,1
204,51,31,1
97,207,37,1
115,143,5,1
177,74,39,1
225,136,84,1
18,226,124,1
209,111,236,1
91,106,245,1
246,34,193,1
123,243,250,1
234,86,209,1
215,225,226,1
146,18,66,1
123,125,46,0
180,129,129,1
17,2,232,1
52,217,148,1
200,81,177,1
118,249,12,1
82,141,91,1
28,230,166,1
0,56,16,0
32,119,251,1
173,199,231,1
15,37,121,0
241,16,206,1
45,216,76,1
60,123,105,0
194,35,126,1
145,215,62,1
55,98,185,1
78,207,106,1
121,83,127,0
59,62,140,1
102,148,70,1
214,37,86,1
175,132,189,1
146,25,201,1
217,158,75,1
94,244,201,1
170,253,62,1
61,131,143,1
67,185,239,1
181,130,235,1
141,38,105,1
134,91,254,1
214,105,118,1
80,104,107,0
11,2,63,0
108,193,39,1
171,224,71,1
5,24,222,1
119,51,80,0
94,115,203,1
48,167,6,1
174,156,168,1
142,199,43,1
212,190,94,1
217,21,53,1
26,30,224,1
28,200,19,1
186,162,102,1
233,37,63,1
167,110,221,1
37,76,216,1
204,113,141,1
126,85,70,0
163,67,229,1
120,58,41,0
200,186,144,1
27,26,143,1
167,38,87,1
211,194,3,1
144,120,41,1
164,17,61,1
238,126,159,1
255,239,105,1
56,209,54,1
103,198,216,1
164,106,38,1
79,240,24,1
243,98,149,1
20,112,122,0
56,57,203,1
112,62,174,1
111,41,49,0
115,198,82,1
43,159,230,1
32,250,68,1
233,210,68,1
242,64,156,1
72,92,101,0
152,96,79,1
134,174,126,1
6,96,50,0
225,121,150,1
94,88,20,0
162,129,236,1
226,253,140,1
239,98,189,1
217,39,252,1
151,116,78,1
227,81,35,1
134,100,77,1
128,37,22,1
222,116,17,1
188,19,231,1
24,147,233,1
221,201,6,1
101,209,35,1
87,102,60,0
157,0,209,1
72,223,157,1
50,236,168,1
177,70,35,1
173,196,77,1
246,84,222,1
78,207,50,1
197,65,60,1
142,28,123,1
231,253,54,1
28,56,181,1
12,180,17,1
50,224,107,1
245,134,254,1
177,186,128,1
62,18,93,0
34,192,35,1
237,106,57,1
25,107,101,0
208,74,145,1
254,20,136,1
239,44,222,1
102,163,128,1
208,122,61,1
202,40,90,1
136,1,134,1
67,253,146,1
32,26,158,1
88,71,101,0
243,81,26,1
46,178,58,1
109,168,138,1
203,225,58,1
80,4,13,0
226,110,88,1
151,188,20,1
13,103,109,0
80,83,123,0
186,5,90,1
209,194,237,1
238,117,115,1
217,21,176,1
186,135,229,1
5,135,108,1
27,43,67,0
17,155,167,1
121,245,56,1
231,95,192,1
19,254,83,1
0,179,106,1
112,114,74,0
107,51,169,1
46,219,118,1
83,208,123,1
49,218,115,1
51,191,212,1
207,17,222,1
232,175,62,1
222,112,127,1
117,6,222,1
120,202,6,1
7,166,118,1
39,143,5,1
12,178,47,1
67,72,20,0
21,62,152,1
87,41,149,1
20,198,8,1
224,246,53,1
0,141,25,1
118,107,2,0
14,10,13,0
190,205,252,1
157,93,246,1
84,89,213,1
155,234,210,1
39,19,206,1
221,90,103,1
210,214,117,1
84,78,228,1
92,67,17,0
249,93,95,1
41,18,57,0
179,18,237,1
186,241,13,1
152,255,99,1
96,247,215,1
27,60,213,1
97,244,231,1
72,110,40,0
235,110,167,1
99,233,31,1
125,232,163,1
157,191,120,1
229,236,209,1
83,46,66,0
170,157,218,1
212,247,213,1
212,148,75,1
156,43,67,1
132,91,220,1
243,95,37,1
249,26,168,1
202,127,60,1
191,194,98,1
63,79,237,1
190,238,71,1
97,225,6,1
163,54,172,1
105,163,195,1
25,225,32,1
96,229,165,1
195,38,140,1
139,172,1,1
13,133,153,1
19,185,34,1
239,123,60,1
196,81,203,1
114,11,3,0
240,203,251,1
51,56,96,0
73,158,6,1
27,13,68,0
201,40,4,1
168,177,205,1
240,77,120,1
215,109,22,1
225,10,68,1
47,91,184,1
186,143,160,1
214,114,223,1
76,178,28,1
220,249,208,1
199,124,61,1
188,65,118,1
155,187,202,1
240,47,81,1
179,72,226,1
63,76,97,0
231,187,14,1
207,17,8,1
173,142,222,1
132,31,170,1
177,202,35,1
182,233,32,1
40,97,36,0
230,215,113,1
72,74,207,1
68,35,83,0
27,220,32,1
235,152,6,1
185,6,70,1
194,134,239,1
60,194,125,1
203,23,251,1
172,201,183,1
3,163,41,1
78,192,186,1
63,157,108,1
226,65,36,1
68,28,34,0
14,33,208,1
123,114,166,1
28,144,118,1
216,197,6,1
70,119,2,0
98,185,203,1
196,172,18,1
28,65,227,1
94,71,90,0
80,244,141,1
203,141,151,1
128,238,17,1
131,17,43,1
111,85,101,0
103,156,196,1
24,156,155,1
121,120,24,0
102,59,201,1
193,50,15,1
247,136,248,1
46,245,156,1
172,162,132,1
131,123,253,1
12,227,186,1
0,192,160,1
17,10,152,1
95,188,92,1
68,29,163,1
188,248,186,1
159,109,111,1
67,169,102,1
8,87,77,0
66,219,178,1
222,202,43,1
72,254,169,1
161,197,133,1
180,118,225,1
176,194,158,1
155,110,245,1
90,215,220,1
112,161,38,1
18,8,118,0
235,113,204,1
217,239,207,1
186,170,151,1
46,131,196,1
218,187,166,1
133,12,12,1
66,43,136,1
63,164,121,1
179,67,184,1
5,242,42,1
247,113,182,1
150,206,190,1
136,228,61,1
242,22,188,1
32,209,2,1
43,201,42,1
233,151,100,1
204,150,85,1
244,20,83,1
111,94,78,0
22,237,58,1
67,82,56,0
128,11,106,1
125,176,85,1
107,244,198,1
182,138,9,1
107,100,189,1
52,54,150,1
35,248,63,1
30,249,30,1
134,57,57,1
8,100,119,0
254,203,209,1
2,157,89,1
33,165,38,1
52,248,154,1
225,53,20,1
254,80,164,1
73,208,186,1
237,120,117,1
182,246,74,1
218,96,22,1
76,206,220,1
18,129,192,1
225,53,58,1
0,97,153,1
25,212,171,1
3,156,38,1
110,15,248,1
118,62,138,1
237,48,88,1
103,181,20,1
172,246,71,1
239,9,43,1
119,101,196,1
109,70,153,1
187,98,83,1
194,55,50,1
198,229,82,1
30,169,190,1
125,157,162,1
227,84,198,1
190,130,226,1
129,135,8,1
65,232,99,1
230,167,254,1
51,208,128,1
37,79,255,1
231,87,137,1
3,250,37,1
133,199,242,1
152,74,134,1
252,33,18,1
227,145,97,1
122,121,79,0
60,3,9,0
34,148,198,1
93,24,145,1
85,56,250,1
234,192,243,1
233,17,30,1
222,240,52,1
195,105,154,1
158,173,150,1
200,210,53,1
129,1,198,1
187,243,35,1
21,186,78,1
102,35,38,0
4,14,206,1
135,42,216,1
164,20,185,1
244,97,39,1
154,108,88,1
157,219,158,1
61,86,133,1
172,84,56,1
157,134,235,1
27,31,128,1
205,219,65,1
22,6,84,0
71,252,185,1
221,211,158,1
60,212,87,1
181,12,254,1
129,139,2,1
38,177,124,1
144,130,210,1
125,78,100,0
198,44,137,1
195,159,129,1
186,248,211,1
169,214,237,1
28,74,54,0
183,180,75,1
215,186,189,1
80,66,153,1
211,212,50,1
202,200,220,1
66,106,21,0
127,7,52,0
12,252,51,1
129,115,9,1
190,101,141,1
99,57,124,0
97,205,167,1
222,174,122,1
166,32,109,1
141,172,123,1
162,21,62,1
206,29,62,1
206,25,15,1
37,219,108,1
18,47,254,1
163,206,181,1
50,211,141,1
166,209,22,1
180,128,179,1
35,141,191,1
101,9,218,1
143,95,220,1
22,85,76,0
121,164,219,1
4,144,73,1
73,67,65,0
0,63,131,1
68,142,22,1
61,42,152,1
115,119,107,0
122,246,31,1
32,206,100,1
192,169,202,1
116,14,182,1
3,129,92,1
169,255,199,1
153,52,250,1
35,6,96,0
103,163,254,1
93,109,232,1
72,77,43,0
136,145,168,1
27,46,192,1
174,146,146,1
205,192,128,1
141,56,3,1
29,66,78,0
84,231,91,1
170,86,40,1
242,177,221,1
252,29,39,1
157,164,119,1
199,80,73,1
37,230,82,1
44,39,45,0
177,96,32,1
46,74,166,1
99,237,21,1
106,156,245,1
190,185,20,1
44,254,88,1
182,117,91,1
109,21,42,0
149,238,204,1
231,146,12,1
144,217,208,1
244,163,63,1
153,134,233,1
76,248,115,1
43,62,222,1
241,211,25,1
61,168,183,1
86,100,230,1
114,2,188,1
238,156,92,1
133,107,236,1
178,57,212,1
57,37,217,1
80,79,35,0
253,228,112,1
24,1,186,1
213,108,246,1
76,162,15,1
244,14,250,1
188,58,156,1
73,35,236,1
8,137,85,1
29,154,233,1
234,88,242,1
186,76,115,1
104,123,192,1
78,244,78,1
127,48,95,0
206,170,31,1
109,42,208,1
156,27,53,1
218,141,33,1
74,98,122,0
80,65,225,1
6,165,110,1
171,194,92,1
242,224,103,1
145,99,225,1
25,149,217,1
221,67,202,1
212,139,69,1
150,70,120,1
74,194,108,1
130,40,240,1
100,110,200,1
126,131,63,1
220,99,23,1
15,20,91,0
125,171,8,1
60,1,167,1
124,153,215,1
205,110,196,1
211,114,96,1
228,241,72,1
241,14,140,1
192,26,237,1
154,32,1,1
124,244,173,1
63,69,144,1
46,238,105,1
178,7,143,1
194,173,83,1
50,89,22,0
241,212,32,1
105,143,19,1
60,193,29,1
56,130,70,1
95,151,229,1
66,163,83,1
75,159,104,1
168,89,174,1
190,149,246,1
37,219,20,1
76,250,109,1
106,21,135,1
179,195,244,1
127,147,133,1
21,97,18,0
174,219,76,1
4,180,174,1
31,156,40,1
84,81,18,0
26,15,90,0
219,226,157,1
28,96,252,1
97,160,109,1
134,63,64,1
2,95,186,1
5,227,35,1
205,181,56,1
180,243,140,1
221,127,56,1
223,154,152,1
51,44,248,1
93,200,7,1
153,116,224,1
17,237,44,1
50,54,225,1
86,183,94,1
2,99,44,0
55,206,6,1
170,158,148,1
168,149,50,1
84,76,128,1
127,96,186,1
91,238,70,1
98,15,106,0
191,193,248,1
220,12,204,1
2,142,103,1
228,229,134,1
157,21,99,1
176,156,79,1
222,173,47,1
70,83,239,1
142,122,134,1
87,67,173,1
201,240,24,1
158,149,21,1
128,114,249,1
152,78,132,1
221,132,54,1
106,131,107,1
247,98,188,1
198,89,122,1
38,121,197,1
19,19,94,0
193,87,176,1
85,188,44,1
45,105,246,1
179,167,105,1
160,153,246,1
255,205,15,1
86,47,131,1
52,195,44,1
175,7,196,1
149,233,38,1
29,185,70,1
230,152,95,1
245,227,218,1
102,199,245,1
252,141,227,1
244,73,159,1
218,215,36,1
14,222,180,1
114,29,0,0
84,117,18,0
199,227,129,1
2,128,178,1
29,47,123,0
7,104,101,0
4,106,77,0
238,187,238,1
142,92,50,1
108,156,173,1
17,52,138,1
66,48,12,0
140,233,71,1
209,131,107,1
119,239,30,1
126,130,224,1
153,191,125,1
10,184,72,1
12,145,119,1
63,161,46,1
32,251,105,1
55,22,117,0
106,224,70,1
222,150,105,1
47,32,103,0
121,47,16,0
208,92,238,1
233,91,9,1
124,146,58,1
3,116,41,0
58,194,30,1
253,176,65,1
212,187,68,1
77,97,112,0
94,236,111,1
180,125,1,1
117,147,85,1
17,84,13,0
233,157,32,1
214,94,132,1
60,196,238,1
98,172,250,1
111,128,200,1
80,35,202,1
197,231,229,1
12,231,82,1
178,56,170,1
60,242,237,1
23,10,23,0
16,12,0,0
2,199,213,1
19,179,130,1
13,250,193,1
43,250,224,1
21,220,123,1
134,20,65,1
204,229,136,1
48,37,123,0
11,25,136,1
107,224,170,1
114,67,6,0
154,119,0,1
17,168,32,1
229,110,26,1
177,12,24,1
227,233,221,1
162,12,40,1
5,208,94,1
149,50,87,1
209,187,36,1
250,248,33,1
158,78,77,1
239,26,17,1
177,161,3,1
174,80,32,1
88,91,91,0
31,20,179,1
247,146,71,1
250,113,46,1
140,80,156,1
208,154,11,1
49,198,104,1
123,195,58,1
96,221,163,1
100,226,18,1
87,54,3,0
197,128,98,1
254,230,221,1
225,1,215,1
221,3,218,1
60,139,92,1
188,67,202,1
160,82,14,1
236,101,35,1
95,153,169,1
17,152,212,1
75,218,41,1
148,129,81,1
21,72,251,1
122,68,98,0
123,7,90,0
24,124,135,1
101,206,91,1
32,13,184,1
17,229,220,1
97,168,111,1
64,185,19,1
149,57,190,1
109,24,58,0
72,143,78,1
239,20,151,1
108,223,145,1
208,116,111,1
98,10,105,0
180,81,218,1
29,173,204,1
26,221,213,1
169,191,29,1
167,35,115,1
79,101,233,1
137,43,241,1
208,134,78,1
133,126,207,1
104,195,215,1
86,101,115,0
6,184,249,1
218,15,87,1
1,67,97,0
186,119,79,1
185,86,18,1
55,121,101,0
155,182,20,1
164,100,106,1
175,162,230,1
28,108,88,0
239,242,24,1
186,58,24,1
226,172,8,1
34,119,181,1
243,192,123,1
63,203,18,1
13,165,15,1
198,106,199,1
5,255,111,1
13,178,190,1
25,81,180,1
237,61,178,1
195,146,106,1
247,203,43,1
43,149,94,1
111,96,202,1
93,175,3,1
179,76,157,1
172,218,48,1
129,109,33,1
245,222,152,1
224,216,229,1
54,28,208,1
225,179,3,1
143,3,130,1
111,96,188,1
110,41,108,0
187,17,14,1
217,27,67,1
200,155,139,1
56,173,77,1
137,233,127,1
197,27,138,1
171,214,242,1
175,139,169,1
18,58,206,1
155,3,173,1
251,9,50,1
125,83,222,1
189,51,11,1
37,22,120,0
164,11,31,1
113,117,28,0
236,210,214,1
236,27,22,1
209,125,61,1
129,53,53,1
33,203,63,1
232,138,156,1
48,45,181,1
18,205,117,1
214,231,21,1
214,177,128,1
153,159,44,1
13,144,144,1
30,19,223,1
154,132,60,1
83,201,248,1
218,186,242,1
69,64,165,1
17,158,25,1
77,62,171,1
57,207,105,1
62,166,128,1
124,176,0,1
237,7,245,1
191,113,70,1
1,205,41,1
147,161,172,1
234,8,251,1
47,212,168,1
119,218,79,1
89,61,40,0
32,30,73,0
87,172,247,1
51,120,62,0
149,156,30,1
126,238,185,1
132,212,215,1
115,189,254,1
38,69,83,0
200,185,182,1
161,122,245,1
106,34,183,1
103,53,43,0
59,131,194,1
12,70,139,1
91,84,13,0
52,151,160,1
254,255,122,1
8,73,141,1
110,191,23,1
171,99,150,1
60,251,20,1
138,238,5,1
174,99,169,1
233,138,189,1
91,240,22,1
204,70,222,1
173,250,32,1
6,229,88,1
3,18,229,1
49,190,128,1
24,201,233,1
32,48,146,1
109,204,227,1
40,105,141,1
176,106,154,1
163,217,38,1
110,223,58,1
215,173,43,1
134,206,90,1
179,100,43,1
127,165,167,1
81,126,231,1
49,159,78,1
203,114,218,1
67,183,9,1
121,182,67,1
114,138,89,1
60,33,141,1
131,158,126,1
169,209,64,1
48,63,92,0
242,244,140,1
162,62,240,1
254,129,223,1
17,56,90,0
166,4,39,1
61,203,105,1
104,110,18,0
68,64,22,0
92,115,138,1
93,21,104,0
210,223,129,1
83,23,22,0
32,207,89,1
230,188,17,1
97,223,89,1
21,108,21,0
64,88,102,0
36,66,187,1
244,44,121,1
9,129,110,1
165,139,10,1
44,40,67,0
99,205,86,1
87,88,104,0
4,87,75,0
185,202,88,1
222,244,95,1
226,185,76,1
213,233,144,1
175,242,78,1
228,168,174,1
227,233,25,1
2,215,141,1
213,8,189,1
162,65,232,1
105,253,75,1
98,132,36,1
154,178,164,1
55,245,249,1
254,48,66,1
201,242,136,1
33,207,23,1
41,112,148,1
158,146,253,1
29,47,192,1
64,246,242,1
73,137,128,1
239,114,228,1
112,191,58,1
165,124,161,1
118,135,246,1
48,227,62,1
142,164,190,1
42,219,242,1
107,251,44,1
92,89,68,0
77,60,12,0
99,201,38,1
82,213,173,1
178,173,59,1
120,25,40,0
10,44,26,0
156,2,0,1
1,61,89,0
141,223,11,1
124,71,201,1
237,107,137,1
190,186,72,1
147,29,26,1
91,121,152,1
86,54,176,1
52,95,228,1
174,236,104,1
186,54,190,1
51,37,44,0
121,42,63,0
42,161,222,1
124,57,28,0
38,130,107,1
67,62,65,0
81,18,106,0
199,230,195,1
103,71,190,1
6,12,202,1
239,192,83,1
214,140,217,1
163,57,91,1
59,6,150,1
135,187,100,1
163,242,230,1
148,137,55,1
2,203,45,1
68,123,80,0
248,92,180,1
68,35,43,0
93,206,157,1
75,48,9,0
24,233,92,1
50,164,236,1
